,id,item_number,description,vendor_name,stock_units,inventory_value,unit_cost,del_time,order_frequency_days,qty_unit_cd,inv_class_cd,service_level,purchasing_method,min,max,comment,movement_last_year,usage_last_year,movement_two_year,usage_two_year,movement_three_year,usage_three_year
2321,212603,03-7300-1001,MODULE ASSY-LED,,0.0000,0.000000,0.00,30,,EA,BATCH,,min-max,1.0,1.0,MAX Boeing RSPL,0,0,0,0,0,0
2322,212656,MARWEAR BLACK M,Black nitril gloves,MarWear,24.0000,336.000000,14.00,10,,BX,BATCH,,,,,,28,401,28,324,31,378
2323,212657,MARWEAR BLACK XL,Black nitril gloves,MarWear,100.0000,1300.000000,13.00,12,,BX,BATCH,,,,,,47,741,46,644,43,663
2324,212658,MARWEAR BLACK XXL,Black nitril gloves,MarWear,84.0000,1176.000000,14.00,6,,BX,BATCH,,,,,,57,787,56,731,35,534
2325,212659,MARWEAR BLACK L,Black nitril gloves,MarWear,44.0000,572.000000,13.00,8,,BX,BATCH,,,,,,44,700,54,756,50,670
2326,212661,MARWEAR BLACK S,Black nitril gloves,MarWear,180.0000,2520.000000,14.00,56,,BX,BATCH,,,,,,3,50,9,2070,7,70
2327,212664,5103-30Z,"Adhesive Epoxy,Ultra-Fastcure","Boeing Distribution, Inc (Aviall)",9.0000,336.600000,37.40,20,,KT,BATCH,,,,,Fæst hvergi! remy ætlaði að hafa samband ef og þegar hann fær þetta á stock!,18,18,18,40,6,7
2328,212669,BACC63BV18B14SN,RECEPTACLE,Lufthansa Technik AG,1.0000,292.000000,292.00,8,,EA,BATCH,,min-max,1.0,1.0,,0,0,1,1,0,0
2329,212674,002A0119-1,TOP KIT-STANDOFF INSTALLATION FOR WIRE BUNDLE,"The Boeing Comp, Spare Dist Cent",0.0000,0.000000,160.00,32,,KT,BATCH,,,,,,9,7,0,0,0,0
2330,212754,1L500407-75,FITTING,DASI LLC,1.0000,57.000000,57.00,178,,EA,BATCH,,min-max,2.0,2.0,MAX,2,3,0,0,0,0
2331,212755,1L500407-77,PIN,B/E Aerospace INC,2.0000,134.000000,67.00,13,,EA,BATCH,,min-max,2.0,2.0,MAX,0,0,0,0,0,0
2332,212768,NAS679A3W,Nut,Boeing Distribution Services INC. (KLX),734.0000,163.109480,0.22,157,,EA,BATCH,,,,,,34,998,31,758,35,504
2333,212858,BACB30NN3K-1,SCREW,"The Boeing Comp, Spare Dist Cent",54.0000,0.000000,0.00,4,,EA,BATCH,,,,,,11,33,6,15,0,0
2334,212862,BACB30VF3K4,Bolt,"The Boeing Comp, Spare Dist Cent",175.0000,175.000000,1.00,13,,EA,BATCH,,,,,,29,296,11,102,8,56
2335,212931,3M-471-50MM,"TAPE - Yellow Vinyl Adhesive, Scotch Brand No. 471, (50mm) Wide",Hansair Logistics GmbH,15.0000,480.000000,32.00,19,,RL,BATCH,,,,,,4,9,8,18,0,0
2336,213004,BACR15GF4D6,Rivet,"The Boeing Comp, Spare Dist Cent",14.0000,14.000000,1.00,6,,OZ,BATCH,,,,,req EIKI AOG,1,1,4,4,1,1
2337,213030,F12510700000,PIN,Aviointeriors S.P.A.,6.0000,0.000000,0.00,94,,EA,BATCH,,,,,,3,3,4,5,0,0
2338,213055,MS24693S46,SCREW,"The Boeing Comp, Spare Dist Cent",37.0000,0.000000,0.00,8,,EA,BATCH,,min-max,10.0,20.0,,3,2,3,5,0,0
2339,213252,1L400407-57,LID ASSY,Collins Aerospace (Lavs),3.0000,0.000000,0.00,25,,EA,BATCH,,,,,,9,1,3,1,0,0
2340,213500,S277A501-201,TIRE PRESSURE SENSOR/FILL VALVE,ELDEC Aerospace,9.0000,13833.000000,1537.00,49,,EA,BATCH,,min-max,2.0,4.0,3.3.2023 Req Eiki - For COMPO,5,13,8,33,0,0
2341,213567,4-371,Torque plate for Q-200,"Boeing Distribution, Inc (Aviall)",1.0000,9076.000000,9076.00,135,,EA,BATCH,,min-max,1.0,1.0,Q200,2,3,0,0,0,0
2342,213798,432004219,Oven,"B/E Aerospace, Inc.",2.0000,1110.000000,555.00,150,,EA,BATCH,,min-max,1.0,1.0,Req Eiki / ITS-41098,0,0,0,0,0,0
2343,213805,SP77006A,SANI-PAK PACKETS (100 per EA) **ONLY FOR VIP AIRCRAFTS!!**,"Boeing Distribution, Inc (Aviall)",15.0000,0.000000,0.00,8,,EA,BATCH,,min-max,20.0,20.0,Keypt fyrir ILL account / Stock / VIP-126,3,15,1,2,0,0
2344,213808,236157,TRAY - OVEN,"B/E Aerospace, Inc.",8.0000,288.000000,36.00,119,,EA,BATCH,,min-max,1.0,8.0,Req Eiki / ITS-41098,0,0,0,0,0,0
2345,213831,SP-0000223,FITTING BOLT - M5x50 (Cabin Class Divider 737MAX),AMES - Aerospace and Mechanica,4.0000,16.000000,4.00,11,,EA,BATCH,,,,,,6,10,1,1,0,0
2346,213908,SC4L500045-1,"VALVE ASSY-AUTO DRAIN, LAV",Collins Aerospace (Lavs),0.0000,0.000000,3178.00,60,,EA,BATCH,,,,,,13,2,0,0,0,0
2347,214059,8306-25-05-02,MOD KIT,Safran Cabin Germany GmbH,15.0000,0.000000,0.00,44,,EA,BATCH,,,,,,19,33,4,4,0,0
2348,214183,P-421,TAPE,Boeing Distribution Services INC. (KLX),2.0000,0.000000,0.00,52,,RL,BATCH,,,,,,2,3,1,1,8,6
2349,214200,AGATL4269111176,Leak Detection Spray,Boeing Distribution Services INC. (KLX),31.0000,271.250000,8.75,44,,EA,BATCH,,,,,,19,42,12,17,7,8
2350,214304,H854-5,HINGE ACCESS DR AND PAN  W DSPL,MidAmerican Aerospace,1.0000,3500.000000,3500.00,8,,EA,BATCH,,min-max,1.0,1.0,ok to buy NS. Repairable part,3,1,3,4,0,0
2351,214373,9651-35-0002,LIGHT ASSY,"The Boeing Comp, Spare Dist Cent",5.0000,13100.000000,2620.00,10,,EA,BATCH,,min-max,1.0,1.0,B767 AOG,27,14,9,3,7,7
2352,214378,C2608-01,VALVE,Aero Zone Inc. USA,1.0000,2125.000000,2125.00,7,,EA,BATCH,,min-max,1.0,1.0,AOG,0,0,0,0,0,0
2353,214400,M83485-1-152,PACKING,"The Boeing Comp, Spare Dist Cent",16.0000,168.000000,10.50,84,,EA,BATCH,,min-max,10.0,20.0,MAX,13,12,0,0,1,1
2354,214404,00-5100-41,RDU RELEASE KEY 2-PIN,Safran Passenger Innovations,30.0000,750.000000,25.00,168,,EA,BATCH,,,,,,10,74,9,49,7,19
2355,214418,1L201300-061A,SOAP DISPENSER KIT,"B/E Aerospace, (RC - Wisconsin)",12.0000,0.000000,0.00,49,,EA,BATCH,,,30.0,30.0,ATH! Skoða mail frá Baldri áður en keypt,16,46,0,0,0,0
2356,214421,379-26,Gasket,Goodrich Corporation,43.0000,860.000000,20.00,62,,EA,BATCH,,min-max,20.0,40.0,,6,37,5,14,3,13
2357,214427,505342,Screen Screen Ay-Air Filter,Satair A/S,6.0000,594.000000,99.00,37,,EA,BATCH,,min-max,4.0,4.0,C-CHECK 23-24,3,5,0,0,4,8
2358,214514,59126,USB CABLE,,24.0000,0.000000,0.00,21,,EA,BATCH,,,,,,10,14,12,33,0,0
2359,214539,10P4-2,Primer Green,AkzoNobel Aerospace Coatings,0.0000,0.000000,232.83,44,,KT,BATCH,,,,,C-CHECK 23-24,10,10,10,12,11,13
2360,214623,233T9131-1,Gasket (AOA),"The Boeing Comp, Spare Dist Cent",2.0000,100.000000,50.00,13,,EA,BATCH,,min-max,2.0,2.0,MAX Boeing RSPL,0,0,0,0,0,0
2361,214661,3888076-2,Lead Lead-Elec Igniter Plug,"The Boeing Comp, Spare Dist Cent",1.0000,395.000000,395.00,56,,EA,BATCH,,,,,,7,1,3,1,3,-1
2362,214696,90234-2,Heater,"Mitchell Aircraft, LLC",1.0000,2305.666670,2305.67,48,,EA,BATCH,,min-max,1.0,1.0,,0,0,1,1,0,0
2363,214751,304-282,Carrier Assy Kit,"Boeing Distribution, Inc (Aviall)",3.0000,11259.000000,3753.00,115,,KT,BATCH,,,,,,8,8,8,11,4,4
2364,214915,216052-5,LATCH ASSY,STS Component Solutions,0.0000,0.000000,734.00,37,,EA,BATCH,,,,,,3,3,0,0,4,2
2365,215030,SLR4124C14,RETAINER,"The Boeing Comp, Spare Dist Cent",16.0000,704.000000,44.00,12,,EA,BATCH,,min-max,8.0,16.0,737Max Mótorskipti 13.12.22,10,32,7,12,3,-4
2366,215045,A7098A,Spring,"The Boeing Comp, Spare Dist Cent",0.0000,0.000000,96.00,5,,EA,BATCH,,,,,,7,7,0,0,0,0
2367,215220,QA03963WE,ELEMENT-SCAVENGE OIL FILTER,Satair A/S,19.0000,1719.500000,90.50,48,10.0,EA,BATCH,,,,,,31,29,35,37,34,39
2368,215233,NAS77-4-038,"BUSHING - FLANGED, SLIDING","The Boeing Comp, Spare Dist Cent",5.0000,20.000000,4.00,7,,EA,BATCH,,min-max,1.0,1.0,AOG / 767,1,1,0,0,0,0
2369,215351,285N0414-119,Shell,"The Boeing Comp, Spare Dist Cent",3.0000,796.500000,265.50,10,,EA,BATCH,,,,,,1,3,4,4,2,2
2370,215432,146T6201-26,DEPRESSOR,"The Boeing Comp, Spare Dist Cent",1.0000,304.000000,304.00,11,,EA,BATCH,,min-max,1.0,1.0,AOG 767,1,1,0,0,0,0
2371,215478,PMI3252111-01,"CARPET ASSY, 737-8",Interior Shop,0.0000,0.000000,0.00,29,,EA,BATCH,,,,,,5,7,4,4,1,1
2372,215569,H2985-1,Latch A/C Access Dr,Seal Dynamics LLC,3.0000,23887.500000,7962.50,22,,EA,BATCH,,min-max,1.0,1.0,B757 AOG,1,1,2,0,1,2
2373,215715,BACS12FA08K5,SCREW,"The Boeing Comp, Spare Dist Cent",131.0000,0.000000,0.00,14,,EA,BATCH,,,,,,6,14,1,20,1,-20
2374,215908,M83485-1-016,PACKING,"The Boeing Comp, Spare Dist Cent",50.0000,0.000000,0.00,14,,EA,BATCH,,min-max,5.0,20.0,,5,4,2,4,0,0
2375,216174,808048-4,"Seal Gask-O-Seal, Drain Tube Instl, Waste Tank, Vacuum Waste",Seal Dynamics LLC,1.0000,69.000000,69.00,50,,EA,BATCH,,,,,MAX Boeing RSPL,8,6,1,2,1,1
2376,216296,NAS7604U4,SCREW,Boeing Distribution Services INC. (KLX),136.0000,272.000000,2.00,8,,EA,BATCH,,min-max,30.0,60.0,ITS-41792,4,32,1,2,1,5
2377,216308,J082269-7,Ball Unit,"The Boeing Comp, Spare Dist Cent",12.0000,564.000000,47.00,25,,EA,BATCH,,min-max,12.0,12.0,,1,3,3,17,3,12
2378,216331,M83485-1-906,PACKING,"The Boeing Comp, Spare Dist Cent",95.0000,0.000000,0.00,61,,EA,BATCH,,min-max,20.0,100.0,MAX partar að beiðni Berlindar,24,33,12,32,8,22
2379,216351,K19079-4,NUT - SPECIAL,"The Boeing Comp, Spare Dist Cent",16.0000,106.666720,6.67,13,,EA,BATCH,,min-max,11.0,17.0,MAX Boeing RSPL,1,1,0,0,0,0
2380,216352,9-41493-3,Clip Ay Radome Support,"The Boeing Comp, Spare Dist Cent",4.0000,1312.000000,328.00,7,,EA,BATCH,,min-max,3.0,4.0,MAX Boeing RSPL,0,0,0,0,1,2
2381,216411,452T1635-1,Cable,"The Boeing Comp, Spare Dist Cent",2.0000,1498.000000,749.00,49,,EA,BATCH,,,,,,2,2,4,8,2,8
2382,216422,63-8497,Rtnr Ay Nut  Tank Access Door,"The Boeing Comp, Spare Dist Cent",17.0000,85.000000,5.00,7,,EA,BATCH,,min-max,11.0,17.0,MAX Boeing RSPL,0,0,0,0,0,0
2383,216534,114T0220-19,Hinge Ay Tai Duct Door  Le Outbd Wing,"The Boeing Comp, Spare Dist Cent",1.0000,1734.000000,1734.00,14,,EA,BATCH,,min-max,1.0,1.0,AOG 767,1,1,0,0,0,0
2384,216555,BACP11K5A,PACKING,"The Boeing Comp, Spare Dist Cent",48.0000,1560.000000,32.50,10,,EA,BATCH,,min-max,20.0,50.0,Req. Ólafur Örn Arnarson / ITS-43179,2,2,2,3,3,2
2385,216647,112W8216-1,Gasket,"The Boeing Comp, Spare Dist Cent",15.0000,2460.000000,164.00,24,,EA,BATCH,,,,,,8,27,0,0,2,7
2386,216696,66-20193-1,Seal    Half Ball Pressure,"The Boeing Comp, Spare Dist Cent",4.0000,12.000000,3.00,6,,EA,BATCH,,min-max,2.0,4.0,MAX Boeing RSPL,0,0,0,0,0,0
2387,216731,334A6002-3,"COVER, DUCT","The Boeing Comp, Spare Dist Cent",2.0000,706.000000,353.00,11,,EA,BATCH,,,,,,3,4,1,1,3,1
2388,216757,4208-100,Filter,Satair A/S,4.0000,2774.000000,693.50,32,,EA,BATCH,,,,,,6,6,6,6,10,8
2389,216759,AZ634-2,Agent   Parting Agent,Aerospheres (UK) Ltd.,8.0000,416.000000,52.00,8,,GL,BATCH,,min-max,4.0,8.0,,2,3,0,0,2,2
2390,216776,39-189,"Seal, Grease (Outer)",Goodrich Corporation,8.0000,5368.000000,671.00,35,,EA,BATCH,,,,,,10,11,6,8,2,2
2391,216780,H3368-9C,***MAT NOTE*** LENS,Belgraver B.V.,95.0000,4908.333650,51.67,100,,EA,BATCH,,,,,,10,198,0,0,0,0
2392,216987,3505879,Seal 8th Stage Pneu Sys Eng Build Up,Rolls-Royce Aero Repair & Overhaul (UK),8.0000,1798.000000,224.75,29,,EA,BATCH,,min-max,2.0,8.0,757 / Req from MC,0,0,0,0,1,1
2393,217044,170-14458-990,SUNSHADE ASSY,"The Boeing Comp, Spare Dist Cent",0.0000,0.000000,757.00,31,,EA,BATCH,,,,,,8,2,2,0,0,0
2394,217182,LJ76673,Door Assy - Latch Access,,1.0000,4072.500000,4072.50,21,,EA,BATCH,,,,,,6,-2,1,-1,0,0
2395,217268,BACR13CG2AB,Relay,Wencor West,11.0000,896.500000,81.50,31,,EA,BATCH,,,,,,18,9,26,14,11,9
2396,217436,173A5300-1,WEIGHT,"The Boeing Comp, Spare Dist Cent",14.0000,0.000000,0.00,3,,EA,BATCH,,min-max,2.0,2.0,,0,0,1,2,0,0
2397,217486,3530-0305-01,Insulated Server,"AvAir, EMEA Limited",2.0000,156.000000,78.00,107,,EA,BATCH,,min-max,2.0,2.0,Req Eiki / ITS-41098,1,1,0,0,0,0
2398,217650,710724,HINGE,TurnTime (Telair Internationa),0.0000,0.000000,0.00,9,,EA,BATCH,,,,,,7,2,0,0,1,2
2399,217670,PLDG113002-319,Label: Polar kit,Interior Shop,0.0000,0.000000,15.00,6,,EA,BATCH,,,,,,1,2,3,4,4,4
2400,217676,RS1SG,"Cartridge,Rs-1sg For Versa-Pure Ac-2",LEKI Aviation,36.0000,2088.000000,58.00,28,,EA,BATCH,,,,,,44,104,50,90,9,18
2401,217690,314A6510-20,LABYRINTH,"The Boeing Comp, Spare Dist Cent",0.0000,0.000000,9467.00,16,,EA,BATCH,,min-max,1.0,1.0,MAX Boeing RSPL,2,0,0,0,1,1
2402,217774,10-60031-102,Ring Ay Seal And Ring Ay  Ta,"The Boeing Comp, Spare Dist Cent",1.0000,670.500000,670.50,8,,EA,BATCH,,,,,,2,2,3,3,2,2
2403,217896,1L400407-21,GUIDE ASSY,B/E Aerospace INC,2.0000,410.000000,205.00,36,,EA,BATCH,,min-max,1.0,2.0,MAX,5,3,0,0,1,1
2404,218170,VB3505,"Probe   Assy,Magnetic,",Jet Midwest,3.0000,2250.000000,750.00,19,,EA,BATCH,,min-max,2.0,2.0,,2,0,3,-2,4,2
2405,218252,KDAE4F,RELAY,"The Boeing Comp, Spare Dist Cent",1.0000,289.000000,289.00,12,,EA,BATCH,,min-max,1.0,1.0,MAX Boeing RSPL,0,0,0,0,0,0
2406,218292,7S611132,Heating Element Assy,B/E Aerospace INC,2.0000,1140.000000,570.00,34,,EA,BATCH,,,,,,1,1,5,5,2,2
2407,218321,BACJ40D20-32,Jumper Bonding,"The Boeing Comp, Spare Dist Cent",10.0000,140.000000,14.00,12,,EA,BATCH,,,,,,1,1,7,21,3,4
2408,218543,D75D70522-111,Spring Spring-Disposal Door,Turbo Resources International Inc.,2.0000,239.000000,119.50,15,,EA,BATCH,,,,,,7,4,6,5,5,3
2409,218726,6512-4,Seal    No 2 Cargo Door,"The Boeing Comp, Spare Dist Cent",1.0000,993.000000,993.00,8,,EA,BATCH,,min-max,1.0,1.0,AOG 757,1,1,1,1,1,1
2410,218792,"A-A-59474 TYPE I, CLASS 4","Tape, PTFE Film Silicon Adhesive",Aerospheres (UK) Ltd.,1.0000,42.000000,42.00,14,,EA,BATCH,,,,,,9,13,9,9,0,0
2411,219000,M83485-1-225,PACKING,"The Boeing Comp, Spare Dist Cent",36.0000,144.000000,4.00,99,,EA,BATCH,,min-max,6.0,12.0,MAX partar að beiðni Berglindar M83485-1-225,16,18,2,0,0,0
2412,219171,HT3935-7FR-200,"Tape, 2.0 inch X 12 foot roll",Aerospheres (UK) Ltd.,6.0000,0.000000,0.00,4,,EA,BATCH,,,,,,4,4,3,17,0,0
2413,219232,15AT48,SWITCH,PlaneStocks LLC,1.0000,700.000000,700.00,13,,EA,BATCH,,min-max,1.0,1.0,Req from AOG  / NO-GO list 02.06.22,0,0,1,1,0,0
2414,219288,808298,Seal Gask-O-Seal  Power Plant Instl  Rb211-535,"Proponent , INC. (Kapco)",5.0000,600.000000,120.00,16,,EA,BATCH,,min-max,3.0,5.0,RB211,4,6,2,2,4,5
2415,219289,BACN11N4CD,Nut,SkySpares Ltd,7.0000,21.000000,3.00,9,,EA,BATCH,,,,,,7,33,2,4,0,0
2416,219305,4-270-4,Torque  Tube,Goodrich Corporation,0.0000,0.000000,19099.00,165,,EA,BATCH,,min-max,1.0,1.0,MAX. A.t.h stöðuna á fjölda U/S  og athuga repair áður en keypt er,3,1,0,0,0,0
2417,219384,JUP1182-1,Switch Pressure Hydraulic,AAR Corporation,1.0000,1535.500000,1535.50,123,,EA,BATCH,,min-max,1.0,2.0,,7,8,3,4,1,1
2418,219418,BACB10HH10,Bearing,"The Boeing Comp, Spare Dist Cent",2.0000,228.000000,114.00,6,,EA,BATCH,,,,,,3,2,2,4,3,10
2419,219463,314A6204-220,RUBSTRIP,"The Boeing Comp, Spare Dist Cent",2.0000,1868.000000,934.00,7,,EA,BATCH,,min-max,2.0,2.0,MAX Boeing RSPL,0,0,0,0,1,1
2420,219576,LJ76102,Block Rubbing Nozzle Assy,Goodrich Corporation,0.0000,0.000000,133.00,27,,EA,BATCH,,min-max,4.0,6.0,AOG,2,4,1,2,9,22
2421,219651,47179,"Filter Air, Compressor Instl- Passenger Water System","Boeing Distribution, Inc (Aviall)",2.0000,641.000000,320.50,21,,EA,BATCH,,,,,C-CHECK 23-34,3,3,6,6,9,7
2422,219700,1L500107-11,PAN,"The Boeing Comp, Spare Dist Cent",1.0000,2264.000000,2264.00,10,,EA,BATCH,,,,,,6,7,2,2,1,1
2423,219704,541-24,Plate,"Boeing Distribution, Inc (Aviall)",2.0000,6706.000000,3353.00,49,,EA,BATCH,,min-max,1.0,1.0,Q200,2,2,0,0,1,1
2424,219737,1L400107-29B,MAT,B/E Aerospace INC,0.0000,0.000000,0.00,12,,EA,BATCH,,,,,,5,5,1,1,1,1
2425,219760,SLR4124C12,RETAINER,Boeing Distribution Services INC. (KLX),20.0000,660.000000,33.00,23,,EA,BATCH,,min-max,8.0,16.0,737Max Mótorskipti 13.12.22,10,32,5,12,3,-4
2426,219763,312N5309-21,Tube Ay,"The Boeing Comp, Spare Dist Cent",1.0000,987.000000,987.00,12,,EA,BATCH,,min-max,1.0,1.0,AOG 757,1,1,4,2,0,0
2427,219786,BACB30UW9K14X,BOLT,"The Boeing Comp, Spare Dist Cent",5.0000,930.000000,186.00,12,,EA,BATCH,,min-max,2.0,5.0,ITS-44250 req. Nensy,0,0,3,1,4,11
2428,219821,PLH55CD,NUT,"The Boeing Comp, Spare Dist Cent",185.0000,92.500000,0.50,24,,EA,BATCH,,min-max,100.0,200.0,,4,14,1,99,2,-7
2429,219877,3826381-3,Bushing Bushing-Vespel,Boeing Distribution Services INC. (KLX),2.0000,480.000000,240.00,7,,EA,BATCH,,min-max,2.0,2.0,,0,0,2,4,0,0
2430,219956,UL15739,Fairing *** MATERIAL NOTE***,Rolls-Royce Aero Repair & Overhaul (UK),1.0000,25153.000000,25153.00,31,,EA,BATCH,,min-max,3.0,4.0,AOG,13,0,13,5,1,2
2431,220023,69-41730-85,CORD,"The Boeing Comp, Spare Dist Cent",1.0000,425.000000,425.00,7,,EA,BATCH,,min-max,1.0,1.0,MAX Boeing RSPL,3,3,0,0,1,1
2432,220044,13ET1T5824UV,SEAT ASSY ECONOMY RH TPL STD,Aviointeriors S.P.A.,1.0000,7017.000000,7017.00,337,,EA,BATCH,,,,,,2,0,3,1,2,0
2433,220075,10-61334-8,Latch Ay Access Door  Aft Fai,Stealth Aerospace,0.0000,0.000000,1596.75,13,,EA,BATCH,,,,,,1,1,1,-2,5,-7
2434,220102,453A1810-11,NET ASSY - THE CARGO NET ASSEMBLIES ARE USED TO HOLD BULK CARGO IN POSITION.,"Proponent , INC. (Kapco)",3.0000,1170.000000,390.00,8,,EA,BATCH,,min-max,1.0,1.0,AOG / B737MAX / ITS-44183,4,0,0,0,0,0
2435,220260,2793350-101,Flange,"The Boeing Comp, Spare Dist Cent",3.0000,5577.000000,1859.00,133,,EA,BATCH,,min-max,2.0,2.0,,1,1,4,6,5,6
2436,220318,PS870B2,Sealant 6 Oz,Aerospheres (UK) Ltd.,83.0000,2257.600000,27.20,27,,EA,BATCH,,,5.0,10.0,AOG Req Eiki,213,905,204,1025,156,526
2437,220329,H7613-53,STUD NUT,"The Boeing Comp, Spare Dist Cent",6.0000,351.000000,58.50,41,,EA,BATCH,,min-max,10.0,30.0,Req from MC 4.10.22,14,57,23,39,3,4
2438,220462,162F1T1001UV,"SEAT ASSY, B/C LH DBL STD",Air Salvage International Limited,1.0000,17151.000000,17151.00,337,,EA,BATCH,,,,,,3,0,2,-1,3,-1
2439,220481,J100,Switch  Dome Light Aft Cargo,Satair A/S,5.0000,1405.000000,281.00,14,,EA,BATCH,,,,,,15,8,10,9,0,0
2440,220515,10-60754-32,Seal,Wencor West,42.0000,777.000000,18.50,47,,FT,BATCH,,,,,,3,22,10,64,11,41
2441,220547,312N5301-5,Tube Ay Pneu Equip Instl  Strut,"The Boeing Comp, Spare Dist Cent",1.0000,667.000000,667.00,13,,EA,BATCH,,min-max,1.0,1.0,AOG 757,1,1,2,2,0,0
2442,220601,PMA532418-01-1,"""BRAKES OFF"" badge",Merking ehf.,10.0000,160.000000,16.00,31,,EA,BATCH,,,12.0,12.0,,17,17,20,30,10,14
2443,220657,63000576-2,FILTER,"The Boeing Comp, Spare Dist Cent",1.0000,4323.000000,4323.00,168,,EA,BATCH,,min-max,1.0,1.0,MAX CONS,0,0,1,1,0,0
2444,220816,BACB30NM3K6,Bolt,"The Boeing Comp, Spare Dist Cent",152.0000,152.000000,1.00,10,,EA,BATCH,,,,,,9,350,11,564,13,385
2445,220846,BACR15GF5D8,RIVET,"The Boeing Comp, Spare Dist Cent",88.0000,44.000000,0.50,35,,EA,BATCH,,min-max,2.0,4.0,AOG,3,12,6,123,5,16
2446,220977,491B1213061-001,LINK - COUPLPER,Lufthansa Technik AG,1.0000,691.000000,691.00,8,,EA,BATCH,,min-max,1.0,1.0,AOG / 767,1,1,0,0,0,0
2447,221048,80-775,Washer,Goodrich Corporation,72.0000,576.000000,8.00,35,,EA,BATCH,,min-max,32.0,64.0,,4,128,0,0,1,8
2448,221148,9651-35-0005,LIGHT ASSY,"The Boeing Comp, Spare Dist Cent",7.0000,14595.000000,2085.00,37,,EA,SER,,min-max,1.0,1.0,Check how many are in repair before purchase and when they are excepted from repair,9,10,10,10,0,0
2449,221170,MS24665-306,Cotter Pin,"The Boeing Comp, Spare Dist Cent",200.0000,0.000000,0.00,14,,EA,BATCH,,min-max,100.0,600.0,,1,2,0,0,1,300
2450,221182,334A6002-2,"BRACKET, DUCT CLAMP","The Boeing Comp, Spare Dist Cent",1.0000,384.000000,384.00,26,,EA,BATCH,,,,,,4,4,1,1,3,1
2451,221333,HL31D8-6,pin,Boeing Distribution Services INC. (KLX),251.0000,502.000000,2.00,8,,EA,BATCH,,min-max,90.0,180.0,ITS-41792,3,20,3,55,3,0
2452,221395,NAS7604U3,Screw   Csk Hd,Boeing Distribution Services INC. (KLX),130.0000,260.000000,2.00,8,,EA,BATCH,,min-max,30.0,60.0,ITS-41792,1,9,4,22,0,0
2453,221427,BAC27NCT0292,Marker,"The Boeing Comp, Spare Dist Cent",2.0000,56.000000,28.00,15,,EA,BATCH,,min-max,2.0,2.0,,1,1,4,4,6,6
2454,221450,PLDG113002-135,Placard - Wipe Off Water Basin,Interior Shop,0.0000,0.000000,8.00,68,,EA,BATCH,,,,,,1,1,0,0,9,27
2455,221474,4-375,Torque Plate Assembly,"Boeing Distribution, Inc (Aviall)",0.0000,0.000000,13665.00,9,,EA,BATCH,,min-max,1.0,1.0,Q400 - Langur LT,5,6,2,4,0,0
2456,221628,314A6510-4,LABYRINTH,"The Boeing Comp, Spare Dist Cent",1.0000,3465.000000,3465.00,11,,EA,BATCH,,min-max,1.0,1.0,MAX Boeing RSPL,0,0,0,0,1,1
2457,221664,F30T12WWRS,Lamp Fluorescent,Boeing Distribution Services INC. (KLX),19.0000,47.500000,2.50,98,,EA,BATCH,,,,,,4,10,4,6,2,3
2458,221735,65-45871-504,Gate Ay Upr Fwd Galley Door,"The Boeing Comp, Spare Dist Cent",8.0000,116.000000,14.50,7,,EA,BATCH,,min-max,8.0,8.0,MAX Boeing RSPL,0,0,0,0,0,0
2459,221811,161N3019-3,Spring,"The Boeing Comp, Spare Dist Cent",1.0000,1298.000000,1298.00,5,,EA,BATCH,,min-max,1.0,1.0,15/11/23 757 requested by MC. - ÖBA,1,1,1,1,0,0
2460,221815,ASPFFDT06-13,pin,Boeing Distribution Services INC. (KLX),78.0000,897.000000,11.50,8,,EA,BATCH,,min-max,30.0,60.0,ITS-41792,4,12,1,3,2,0
2461,221857,314A6204-222,RUBSTRIP,"The Boeing Comp, Spare Dist Cent",2.0000,2002.000000,1001.00,7,,EA,BATCH,,min-max,2.0,2.0,MAX Boeing RSPL,0,0,0,0,1,1
2462,221982,SF15-141T487-9,SEAL,"The Boeing Comp, Spare Dist Cent",1.0000,1746.000000,1746.00,55,,EA,BATCH,,min-max,1.0,1.0,AOG 767,0,0,0,0,0,0
2463,222101,AS115-06K0560,HOSE,"The Boeing Comp, Spare Dist Cent",1.0000,83.000000,83.00,7,,EA,BATCH,,,,,,3,1,4,2,2,2
2464,222140,3876415-4,Gasket,"Proponent , INC. (Kapco)",5.0000,230.000000,46.00,7,,EA,BATCH,,,,,,5,5,4,5,1,1
2465,222193,1111-0006-1,Sensor-Fluid Level,Lufthansa Technik AG,7.0000,27437.666690,3919.67,66,,EA,BATCH,,,,,ATH repairable. Sjá comment .,3,4,9,8,5,19
2466,222264,DC3145,Sealant,"Boeing Distribution, Inc (Aviall)",1.0000,34.000000,34.00,59,,EA,BATCH,,,,,AOG,4,4,3,3,4,4
2467,222323,NAS1057T6-021,SPACER,"The Boeing Comp, Spare Dist Cent",5.0000,15.000000,3.00,7,,EA,BATCH,,min-max,1.0,1.0,AOG / 767,1,1,0,0,0,0
2468,222330,ES210-1632,RELAY,"The Boeing Comp, Spare Dist Cent",3.0000,204.000000,68.00,6,,EA,BATCH,,,,,,5,1,0,0,3,3
2469,222399,F21569300072,FEARING,Aviointeriors S.P.A.,0.0000,0.000000,105.00,55,,EA,BATCH,,min-max,5.0,20.0,"ref 767 Armrest, reg. by Stjáni 01.11.2023",0,0,0,0,2,2
