,item_number,consumption_date,qty
18608,M0BILJET0ILII,2022-02-24,4.0
18609,MARWEAR BLACK L,2022-02-24,10.0
18610,MARWEAR BLACK XXL,2022-02-24,10.0
18611,MS21043-3,2022-02-24,14.0
18612,NAS1149C0632R,2022-02-24,2.0
18613,NAS6703-3,2022-02-24,5.0
18614,U756263,2022-02-24,8.0
18615,002A0081-1,2022-02-25,2.0
18616,002A0082-1,2022-02-25,2.0
18617,033527,2022-02-25,1.0
18618,108-2,2022-02-25,30.0
18619,1261604,2022-02-25,74.0
18620,1L500107-11,2022-02-25,1.0
18621,1L500401-171,2022-02-25,2.0
18622,2024T3-040,2022-02-25,10.0
18623,289-601-248,2022-02-25,3.0
18624,3011,2022-02-25,6.0
18625,305766-1,2022-02-25,-1.0
18626,345570000,2022-02-25,1.0
18627,38FA602,2022-02-25,1.0
18628,411N1240-1,2022-02-25,5.0
18629,425L,2022-02-25,3.0
18630,460-200,2022-02-25,4.0
18631,5103-30Z,2022-02-25,10.0
18632,7511122,2022-02-25,1.0
18633,7513128,2022-02-25,1.0
18634,7577741,2022-02-25,1.0
18635,7S611132,2022-02-25,1.0
18636,803269-01,2022-02-25,2.0
18637,"A-A-59474 TYPE I, CLASS 4",2022-02-25,1.0
18638,AC7681E2,2022-02-25,1.0
18639,BACB30NW8K10,2022-02-25,1.0
18640,BACC30M12,2022-02-25,1.0
18641,BACN11AG3,2022-02-25,500.0
18642,BACP18BC03A10P,2022-02-25,5.0
18643,BACR15BA6D24C,2022-02-25,5.0
18644,BACR15BA6D6C,2022-02-25,4.0
18645,BACS12CK3U10,2022-02-25,62.0
18646,BACW10BP3DP,2022-02-25,8.0
18647,BMS3-33,2022-02-25,1.0
18648,BMS5-133TYPEII,2022-02-25,30.0
18649,GREASE33TUBE,2022-02-25,1.0
18650,HL1087-6,2022-02-25,6.0
18651,HT603A254X40,2022-02-25,3.0
18652,KR0IL,2022-02-25,4.0
18653,L0CKWIRE032,2022-02-25,2.0
18654,LPS1,2022-02-25,0.0
18655,M0LYK0TED321R400,2022-02-25,1.0
18656,M31400,2022-02-25,1.0
18657,M83461-1-346,2022-02-25,1.0
18658,M83485-1-120,2022-02-25,1.0
18659,M83485-1-121,2022-02-25,1.0
18660,MS20470AD5-5,2022-02-25,1.0
18661,MS28775-031,2022-02-25,4.0
18662,NAS1611-114A,2022-02-25,1.0
18663,NAS1611-214A,2022-02-25,1.0
18664,NAS1611-220A,2022-02-25,1.0
18665,NAS1611-226,2022-02-25,1.0
18666,NAS1611-226A,2022-02-25,1.0
18667,NAS1611-228A,2022-02-25,1.0
18668,NAS1612-6A,2022-02-25,1.0
18669,NAS1612-8,2022-02-25,1.0
18670,NAS679A3W,2022-02-25,8.0
18671,NSBT8N,2022-02-25,2.0
18672,P01074-101,2022-02-25,58.0
18673,P421-1,2022-02-25,1.0
18674,P629,2022-02-25,3.0
18675,PLT3IM,2022-02-25,1.0
18676,PR1776MB1-2-60Z,2022-02-25,2.0
18677,PS870B2,2022-02-25,6.0
18678,RTV174,2022-02-25,5.0
18679,SAMPLEKIT,2022-02-25,2.0
18680,VVP236,2022-02-25,2.0
18681,WD40-400ML,2022-02-25,2.0
18682,108-2,2022-02-26,2.0
18683,1978X,2022-02-26,2.0
18684,1L500401-171,2022-02-26,3.0
18685,233T8308-7,2022-02-26,2.0
18686,3M77,2022-02-26,1.0
18687,411N1240-1,2022-02-26,1.0
18688,7577741,2022-02-26,1.0
18689,A60701-1301,2022-02-26,1.0
18690,BACR12BM211,2022-02-26,2.0
18691,BMS5-133TYPEII,2022-02-26,2.0
18692,C11236-211B,2022-02-26,2.0
18693,L0CTITE51094,2022-02-26,1.0
18694,M83461-1-226,2022-02-26,4.0
18695,MILPRF32014,2022-02-26,2.0
18696,MS28775-031,2022-02-26,4.0
18697,MS28782-25,2022-02-26,2.0
18698,MS29513-226,2022-02-26,4.0
18699,NAS1611-011,2022-02-26,1.0
18700,NAS1611-114A,2022-02-26,1.0
18701,NAS1611-135A,2022-02-26,4.0
18702,NAS1611-211,2022-02-26,1.0
18703,NAS1611-220A,2022-02-26,1.0
18704,NAS1612-6A,2022-02-26,1.0
18705,PR1428B2,2022-02-26,2.0
18706,12-1000,2022-02-27,35.0
18707,1691,2022-02-27,20.0
18708,213A6404-1,2022-02-27,1.0
18709,289-601-248,2022-02-27,1.0
18710,3M77,2022-02-27,1.0
18711,411N1109-9C,2022-02-27,1.0
18712,69906,2022-02-27,2.0
18713,73-00015-00001,2022-02-27,1.0
18714,73-00015-10001,2022-02-27,1.0
18715,7577741,2022-02-27,1.0
18716,BACN11AG08,2022-02-27,6.0
18717,CS641-07,2022-02-27,1.0
18718,KB27154,2022-02-27,1.0
18719,MS28775-031,2022-02-27,5.0
18720,MS28782-25,2022-02-27,2.0
18721,MS29512-04,2022-02-27,1.0
18722,NAS1149D0332K,2022-02-27,0.0
18723,NAS1149D0432J,2022-02-27,0.0
18724,NAS1149FN816P,2022-02-27,6.0
18725,NAS1611-114A,2022-02-27,1.0
18726,NAS1611-220A,2022-02-27,1.0
18727,PLT2MC,2022-02-27,300.0
18728,PLT2MM,2022-02-27,300.0
18729,PLT3IM,2022-02-27,500.0
18730,038057-00-81,2022-02-28,1.0
18731,1978X,2022-02-28,-2.0
18732,1L500401-171,2022-02-28,1.0
18733,1L500401-415,2022-02-28,0.0
18734,29-90-114-10,2022-02-28,1.0
18735,3-16SIFZ45PPIWFR,2022-02-28,1.0
18736,33M100,2022-02-28,1.0
18737,411N1109-9C,2022-02-28,1.0
18738,412A1810-2B,2022-02-28,30.0
18739,44066WE,2022-02-28,-4.0
18740,65-45792-7,2022-02-28,1.0
18741,654T0035-2,2022-02-28,-1.0
18742,65-76765-10,2022-02-28,21.0
18743,7577741,2022-02-28,1.0
18744,A60701-1301,2022-02-28,2.0
18745,"A-A-59474 TYPE I, CLASS 4",2022-02-28,1.0
18746,AN960JD10LL,2022-02-28,9.0
18747,AN960KD10LL,2022-02-28,9.0
18748,AS3582-140,2022-02-28,-1.0
18749,BACB30LR4-7,2022-02-28,31.0
18750,BACB30VF3K6,2022-02-28,20.0
18751,BACB30VF4K11,2022-02-28,1.0
18752,BACB30VF4K12,2022-02-28,1.0
18753,BACB30XD3K5,2022-02-28,10.0
18754,BACB30ZE4-5,2022-02-28,10.0
18755,BACN10JR3F,2022-02-28,50.0
18756,BACN11AG08,2022-02-28,-6.0
18757,BACN11N4CD,2022-02-28,3.0
18758,BACP18BC02A06P,2022-02-28,6.0
18759,BACS31H1B,2022-02-28,20.0
18760,BACW10BN3AC,2022-02-28,15.0
18761,BCREF14275,2022-02-28,1.0
18762,CN216,2022-02-28,2.0
18763,HL1087-6,2022-02-28,2.0
18764,KB1087,2022-02-28,1.0
18765,KB27122,2022-02-28,2.0
18766,KB27154,2022-02-28,-1.0
18767,MS25081C0,2022-02-28,4.0
18768,MS28775-012,2022-02-28,0.0
18769,MS28775-031,2022-02-28,6.0
18770,MS28775-143,2022-02-28,1.0
18771,MS28775-216,2022-02-28,1.0
18772,MS28782-25,2022-02-28,2.0
18773,MS29512-04,2022-02-28,1.0
18774,N140N2138-1,2022-02-28,2.0
18775,NAS1149D0316K,2022-02-28,9.0
18776,NAS1149FN816P,2022-02-28,-6.0
18777,NAS1611-114A,2022-02-28,1.0
18778,NAS1611-220A,2022-02-28,1.0
18779,NAS679A3W,2022-02-28,2.0
18780,P421-1,2022-02-28,1.0
18781,P629,2022-02-28,2.0
18782,PLT15IC,2022-02-28,500.0
18783,PLT3IM,2022-02-28,400.0
18784,PS870B2,2022-02-28,3.0
18785,RTV106,2022-02-28,4.0
18786,TURB0NYC0IL600,2022-02-28,24.0
18787,UL33588,2022-02-28,3.0
18788,020-001-847,2022-03-01,1.0
18789,10237-1,2022-03-01,5.0
18790,108-2,2022-03-01,4.0
18791,3011,2022-03-01,2.0
18792,4670,2022-03-01,1.0
18793,720752-10WE,2022-03-01,1.0
18794,720752-14WE,2022-03-01,1.0
18795,7577741,2022-03-01,1.0
18796,AL0DINE1201,2022-03-01,4.0
18797,AL0DINET2CA,2022-03-01,4.0
18798,AS3208-02,2022-03-01,2.0
18799,AS3209-009,2022-03-01,3.0
18800,AS3582-140,2022-03-01,2.0
18801,BACB30NN3K4,2022-03-01,20.0
18802,BACB30VF3K5,2022-03-01,2.0
18803,BACN10JC08CD,2022-03-01,1.0
18804,BACN10JR3F,2022-03-01,30.0
18805,BACR15FT5KE6C,2022-03-01,1.0
18806,BMS3-33,2022-03-01,19.0
18807,BMS5-133TYPEII,2022-03-01,4.0
18808,CN216,2022-03-01,4.0
18809,GREASE33TUBE,2022-03-01,19.0
18810,GUYBLAST20-30,2022-03-01,25.0
18811,H7613-53,2022-03-01,1.0
18812,M83248-1-011,2022-03-01,0.0
18813,M83485-1-120,2022-03-01,1.0
18814,M83485-1-121,2022-03-01,1.0
18815,MS16624-2037,2022-03-01,12.0
18816,MS21043-3,2022-03-01,20.0
18817,MS28782-25,2022-03-01,2.0
18818,NAS1149C0332R,2022-03-01,50.0
18819,NAS1149D0463J,2022-03-01,20.0
18820,NAS1611-114A,2022-03-01,1.0
18821,NAS1611-220A,2022-03-01,1.0
18822,NAS620C8,2022-03-01,3.0
18823,NAS679C08M,2022-03-01,100.0
18824,PR1776MB1-2-60Z,2022-03-01,1.0
18825,PVC100INOP,2022-03-01,2.0
18826,Q4554,2022-03-01,1.0
18827,R0YC011MS,2022-03-01,1.0
18828,S9413-012,2022-03-01,1.0
18829,VHP450KA1,2022-03-01,29.0
18830,X200,2022-03-01,6.0
18831,02-09-0020-99,2022-03-02,72.0
18832,1123804-114,2022-03-02,1.0
18833,1123804-144,2022-03-02,1.0
18834,1123804-90,2022-03-02,4.0
18835,20730001,2022-03-02,1.0
18836,216069-5,2022-03-02,1.0
18837,370570,2022-03-02,1.0
18838,4208-100,2022-03-02,1.0
18839,4551,2022-03-02,1.0
18840,68-1250,2022-03-02,1.0
18841,68-1332,2022-03-02,1.0
18842,711150,2022-03-02,12.0
18843,7577741,2022-03-02,1.0
18844,ASG64,2022-03-02,1.0
18845,BACB30NX6K3X,2022-03-02,10.0
18846,BACB30NX6K4X,2022-03-02,10.0
18847,BACB30NX6K5X,2022-03-02,10.0
18848,BACB30NX6K6X,2022-03-02,10.0
18849,BACB30NX6K7X,2022-03-02,10.0
18850,BACB30NX6K8X,2022-03-02,10.0
18851,BACB30PN14-34,2022-03-02,-4.0
18852,BACN10JC4CD,2022-03-02,3.0
18853,BACR15DR3AC3,2022-03-02,40.0
18854,BACS12CK3-8,2022-03-02,6.0
18855,BACS53B1ES1,2022-03-02,12.0
18856,HLX64621,2022-03-02,1.0
18857,KEMA06595,2022-03-02,1.0
18858,M31400,2022-03-02,1.0
18859,MARWEAR BLACK L,2022-03-02,20.0
18860,MARWEAR BLACK XL,2022-03-02,10.0
18861,MARWEAR BLACK XXL,2022-03-02,10.0
18862,MS28782-25,2022-03-02,2.0
18863,NAS1149F0363P,2022-03-02,6.0
18864,NAS1611-114A,2022-03-02,1.0
18865,NAS1611-220A,2022-03-02,1.0
18866,NU20134,2022-03-02,1.0
18867,PMA532418-01-1,2022-03-02,2.0
18868,PN3A,2022-03-02,3.0
18869,PS870B2,2022-03-02,3.0
18870,Q4559X,2022-03-02,1.0
18871,Q4631,2022-03-02,1.0
18872,RTV174,2022-03-02,4.0
18873,UL33592,2022-03-02,1.0
18874,08-6212-1815,2022-03-03,1.0
18875,08-8007-17,2022-03-03,1.0
18876,10237-1,2022-03-03,1.0
18877,113-133,2022-03-03,6.0
18878,12-1000,2022-03-03,16.0
18879,334A6002-1,2022-03-03,1.0
18880,334A6002-2,2022-03-03,1.0
18881,334A6002-3,2022-03-03,1.0
18882,417N3045-14A,2022-03-03,5.0
18883,4309197,2022-03-03,6.0
18884,720752-10WE,2022-03-03,1.0
18885,720752-14WE,2022-03-03,1.0
18886,7577741,2022-03-03,1.0
18887,856504-2,2022-03-03,1.0
18888,AS3208-02,2022-03-03,1.0
18889,BACB30NN3K4,2022-03-03,130.0
18890,BACB30NN3K5,2022-03-03,98.0
18891,BACB30NX6K3X,2022-03-03,24.0
18892,BACB30NX6K4X,2022-03-03,20.0
18893,BACB30NX6K5X,2022-03-03,20.0
18894,BACB30NX6K7,2022-03-03,6.0
18895,BACB30NX8K4X,2022-03-03,4.0
18896,BACB30NX8K5,2022-03-03,6.0
18897,BACB30NX8K7,2022-03-03,12.0
18898,BACB30NX8K9,2022-03-03,6.0
18899,BACB30NY6K5,2022-03-03,100.0
18900,BACB30NY6K6,2022-03-03,50.0
18901,BACB30PN12-24,2022-03-03,-4.0
18902,BACB30PN12-24M,2022-03-03,-4.0
18903,BACB30PN12-32M,2022-03-03,4.0
18904,BACB30PN14-34,2022-03-03,-4.0
18905,BACB30PN14-37M,2022-03-03,4.0
18906,BACB30ZE3K5,2022-03-03,8.0
18907,BACC10JB058C088,2022-03-03,1.0
18908,BACC30M6,2022-03-03,506.0
18909,BACC30M8,2022-03-03,30.0
18910,BACS12FA3K6,2022-03-03,80.0
18911,BACS12HN3-6D,2022-03-03,8.0
18912,BACW10BP12ACU,2022-03-03,4.0
18913,BACW10BP14ACU,2022-03-03,4.0
18914,BMS5-63TY2CLB1-2,2022-03-03,1.0
18915,DAPC02200,2022-03-03,1.0
18916,LJ70425,2022-03-03,2.0
18917,M25988-1-110,2022-03-03,4.0
18918,M83485-1-120,2022-03-03,1.0
18919,M83485-1-121,2022-03-03,1.0
18920,MIL-PRF-6085,2022-03-03,1.0
18921,MS20427M4-5,2022-03-03,8.0
18922,MS20995C41,2022-03-03,1.0
18923,MS28775-031,2022-03-03,1.0
18924,MS28782-25,2022-03-03,2.0
18925,NAS1149D0416H,2022-03-03,8.0
18926,NAS1611-114A,2022-03-03,1.0
18927,NAS1611-220A,2022-03-03,1.0
18928,NAS1612-6A,2022-03-03,1.0
18929,NAS1739E5-3,2022-03-03,30.0
18930,PR1776MB1-2-60Z,2022-03-03,1.0
18931,PS870B2,2022-03-03,4.0
18932,S8990-605,2022-03-03,1.0
18933,S8990-608,2022-03-03,1.0
18934,S9413-012,2022-03-03,2.0
18935,SL4750NA,2022-03-03,4.0
18936,SL4751NA,2022-03-03,4.0
18937,SLR4124C12,2022-03-03,4.0
18938,SLR4124C14,2022-03-03,4.0
18939,TURB0NYC0IL600,2022-03-03,24.0
18940,TURBONYCOIL3516,2022-03-03,5.0
18941,1002BB6,2022-03-04,1.0
18942,304-282,2022-03-04,2.0
18943,332T3323-2,2022-03-04,1.0
18944,43-025,2022-03-04,3.0
18945,46365A87,2022-03-04,2.0
18946,5103-30Z,2022-03-04,1.0
18947,69-77023-1,2022-03-04,1.0
18948,73-00015-00001,2022-03-04,1.0
18949,73-00015-10001,2022-03-04,1.0
18950,7577741,2022-03-04,1.0
18951,8023812,2022-03-04,1.0
18952,989803139261,2022-03-04,1.0
18953,AS3208-05,2022-03-04,1.0
18954,BACB30NW8K6X,2022-03-04,2.0
18955,BACB30NW8K7X,2022-03-04,4.0
18956,BACB30NW8K8X,2022-03-04,4.0
18957,BACB30NX6K3X,2022-03-04,20.0
18958,BACB30PN12-24,2022-03-04,-4.0
18959,BACB30PN12-24M,2022-03-04,-4.0
18960,BACB30VF3K2,2022-03-04,-4.0
18961,BACC30BH8,2022-03-04,40.0
18962,BACC30M8,2022-03-04,10.0
18963,BACS12ER3K10,2022-03-04,-3.0
18964,BACS12FA3K4,2022-03-04,-40.0
18965,BACS12FA3K7,2022-03-04,-6.0
18966,BACS12HN3-7,2022-03-04,-21.0
18967,BACS38K6,2022-03-04,51.0
18968,BMS5-63TY2CLB1-2,2022-03-04,1.0
18969,DAPC02200,2022-03-04,1.0
18970,GRAY1994-7,2022-03-04,20.0
18971,KEMA06595,2022-03-04,4.0
18972,L0CKWIRE032,2022-03-04,1.0
18973,M0LYK0TED321R400,2022-03-04,2.0
18974,M83248-1-216,2022-03-04,1.0
18975,M83485-1-906,2022-03-04,2.0
18976,MARWEAR BLACK M,2022-03-04,10.0
18977,MS28782-25,2022-03-04,2.0
18978,NAS1611-114A,2022-03-04,1.0
18979,NAS1611-220A,2022-03-04,1.0
18980,NAS1612-12,2022-03-04,2.0
18981,NAS1612-20A,2022-03-04,2.0
18982,NAS1612-6A,2022-03-04,0.0
18983,P25001,2022-03-04,2.0
18984,PS870B2,2022-03-04,5.0
18985,TURB0NYC0IL600,2022-03-04,24.0
18986,W45655,2022-03-04,2.0
18987,134-242,2022-03-05,2.0
18988,134-366-1,2022-03-05,1.0
18989,20-520WA,2022-03-05,2.0
18990,2-110V747-75,2022-03-05,4.0
18991,342-116-1,2022-03-05,39.0
18992,342-118-1,2022-03-05,3.0
18993,45-192,2022-03-05,6.0
18994,50-498,2022-03-05,1.0
18995,53-224,2022-03-05,2.0
18996,68-1119,2022-03-05,1.0
18997,68-1120,2022-03-05,1.0
18998,68-1125,2022-03-05,1.0
18999,68-1520,2022-03-05,6.0
19000,68-1523,2022-03-05,6.0
19001,68-269,2022-03-05,1.0
19002,68-404,2022-03-05,1.0
19003,78-123,2022-03-05,13.0
19004,78-129WE,2022-03-05,39.0
19005,78-132,2022-03-05,13.0
19006,89-13,2022-03-05,2.0
19007,AS35046,2022-03-05,6.0
19008,AS43013-118,2022-03-05,2.0
19009,BACB30NW6K8X,2022-03-05,-10.0
19010,BACB30NW6K9X,2022-03-05,-2.0
19011,BACB30NW8K11X,2022-03-05,-6.0
19012,BACB30NW8K12X,2022-03-05,-2.0
19013,BACB30NW8K13X,2022-03-05,-8.0
19014,BACB30NW8K4X,2022-03-05,-4.0
19015,BACB30NW8K6X,2022-03-05,-6.0
19016,BACB30NW8K7X,2022-03-05,-6.0
19017,BACB30NW8K9X,2022-03-05,-4.0
19018,BACB30NX8K10,2022-03-05,-4.0
19019,BACB30NX8K11,2022-03-05,-3.0
19020,BACC30BH10,2022-03-05,-6.0
19021,BACC30BH12,2022-03-05,-4.0
19022,BACC30BH8,2022-03-05,-6.0
19023,FN12M02,2022-03-05,6.0
19024,KB1087,2022-03-05,2.0
19025,KB27122,2022-03-05,1.0
19026,KB27154,2022-03-05,2.0
19027,KPC3-480-325,2022-03-05,1.0
19028,M83485-1-120,2022-03-05,1.0
19029,M83485-1-121,2022-03-05,1.0
19030,MS20427M4-5,2022-03-05,-10.0
19031,MS35207-260,2022-03-05,1.0
19032,MS35338-43,2022-03-05,1.0
19033,PS890A2,2022-03-05,1.0
19034,TURB0NYC0IL600,2022-03-05,48.0
19035,00-5100-41,2022-03-06,2.0
19036,1111-0006-1,2022-03-06,1.0
19037,1132,2022-03-06,1.0
19038,22WC500312,2022-03-06,1.0
19039,33M100,2022-03-06,1.0
19040,AB3-4A,2022-03-06,100.0
19041,BACC15AC3A,2022-03-06,300.0
19042,BACR13CD2,2022-03-06,1.0
19043,BMS3-33,2022-03-06,10.0
19044,GREASE33TUBE,2022-03-06,10.0
19045,LK76708,2022-03-06,20.0
19046,MS9245-23,2022-03-06,50.0
19047,MS9245-25,2022-03-06,50.0
19048,UL33592,2022-03-06,9.0
19049,10P4-2,2022-03-07,1.0
19050,1355-1363-612,2022-03-07,1.0
19051,1355-606,2022-03-07,2.0
19052,182628,2022-03-07,1.0
19053,1L500401-171,2022-03-07,2.0
19054,2A254-0371,2022-03-07,6.0
19055,3M468MP,2022-03-07,2.0
19056,3M77,2022-03-07,2.0
19057,411N1240-1,2022-03-07,25.0
19058,411N2599-20C,2022-03-07,6.0
19059,414N3300-1C,2022-03-07,28.0
19060,414N3300-2C,2022-03-07,20.0
19061,425L,2022-03-07,4.0
19062,5100-137,2022-03-07,6.0
19063,5103-30Z,2022-03-07,1.0
19064,65-5930125,2022-03-07,9.0
19065,65-5930138,2022-03-07,6.0
19066,65-5930150,2022-03-07,6.0
19067,69-77135-1,2022-03-07,1.0
19068,989803139261,2022-03-07,2.0
19069,AN4H3A,2022-03-07,2.0
19070,AN960JD10,2022-03-07,1.0
19071,BAC1522398-7427,2022-03-07,24.0
19072,BACB30NM3K4,2022-03-07,1.0
19073,BACB30NN3K4,2022-03-07,100.0
19074,BACB30NN4K4,2022-03-07,100.0
19075,BACB30NW6K2,2022-03-07,10.0
19076,BACB30NW6K3X,2022-03-07,70.0
19077,BACB30NW6K4X,2022-03-07,30.0
19078,BACB30NW6K5X,2022-03-07,30.0
19079,BACB30NW6K6X,2022-03-07,20.0
19080,BACB30NW6K7X,2022-03-07,10.0
19081,BACB30NW6K8X,2022-03-07,10.0
19082,BACB30NW6K9X,2022-03-07,10.0
19083,BACB30NW8K7X,2022-03-07,2.0
19084,BACB30NW8K8X,2022-03-07,4.0
19085,BACB30NX6K3X,2022-03-07,60.0
19086,BACB30NX6K4X,2022-03-07,30.0
19087,BACB30NX6K5X,2022-03-07,10.0
19088,BACB30NX6K6X,2022-03-07,20.0
19089,BACB30NX6K7X,2022-03-07,10.0
19090,BACB30NX8K4X,2022-03-07,30.0
19091,BACB30NX8K5X,2022-03-07,6.0
19092,BACB30NX8K6,2022-03-07,5.0
19093,BACB30NX8K6X,2022-03-07,30.0
19094,BACB30NX8K7X,2022-03-07,10.0
19095,BACB30NX8K9X,2022-03-07,10.0
19096,BACC30BH8,2022-03-07,30.0
19097,BACC30M6,2022-03-07,100.0
19098,BACC30M8,2022-03-07,100.0
19099,BACR12BM211,2022-03-07,2.0
19100,BACS12FA3K8,2022-03-07,100.0
19101,BACS12GR3L14,2022-03-07,600.0
19102,BACS12GR3L18,2022-03-07,500.0
19103,BACS12HN3-5,2022-03-07,100.0
19104,BACS12HN3-6,2022-03-07,100.0
19105,BACW10UC10,2022-03-07,200.0
19106,BMS3-23TYIICL2,2022-03-07,1.0
19107,BMS3-33,2022-03-07,10.0
19108,BSH10280L,2022-03-07,144.0
19109,C0RBAN23AER0S0L,2022-03-07,1.0
19110,C0RBAN27L,2022-03-07,4.0
19111,C11236-211B,2022-03-07,2.0
19112,FHR8-2,2022-03-07,3.0
19113,FN510041182,2022-03-07,1.0
19114,GREASE33TUBE,2022-03-07,10.0
19115,KPC3-480-325,2022-03-07,4.0
19116,M83485-1-120,2022-03-07,1.0
19117,M83485-1-121,2022-03-07,1.0
19118,M83485-1-905,2022-03-07,2.0
19119,M83485-1-906,2022-03-07,4.0
19120,MS20427M5-4,2022-03-07,-1.0
19121,MS35489-4X,2022-03-07,2.0
19122,N5000-137,2022-03-07,6.0
19123,NAS1200M5-5P,2022-03-07,20.0
19124,NAS1611-211,2022-03-07,1.0
19125,NAS1612-12,2022-03-07,1.0
19126,NAS1612-4,2022-03-07,3.0
19127,NAS1612-6A,2022-03-07,1.0
19128,PR1776MB1-2-60Z,2022-03-07,2.0
19129,PS870B2,2022-03-07,0.0
19130,PS890A2,2022-03-07,2.0
19131,RTV106,2022-03-07,4.0
19132,S-1547,2022-03-07,1.0
19133,TURB0NYC0IL600,2022-03-07,48.0
19134,WD40-400ML,2022-03-07,1.0
19135,00083-002,2022-03-08,2.0
19136,08-8007-17,2022-03-08,0.0
19137,122-11124-1A,2022-03-08,100.0
19138,414N3300-1C,2022-03-08,3.0
19139,4551,2022-03-08,1.0
19140,69-77135-1,2022-03-08,2.0
19141,720752-14WE,2022-03-08,-1.0
19142,75425A81,2022-03-08,1.0
19143,A1-26-0086-002,2022-03-08,3.0
19144,AS3208-02,2022-03-08,-1.0
19145,BAC7363AF,2022-03-08,5.0
19146,BACB30MY8K6,2022-03-08,2.0
19147,BACB30NW6K3X,2022-03-08,40.0
19148,BACB30NW6K4X,2022-03-08,40.0
19149,BACB30NW6K5X,2022-03-08,20.0
19150,BACB30NW6K6X,2022-03-08,30.0
19151,BACB30NX6K4X,2022-03-08,60.0
19152,BACB30NX6K5X,2022-03-08,70.0
19153,BACB30NX6K6X,2022-03-08,40.0
19154,BACB30NX6K8X,2022-03-08,49.0
19155,BACB30NX8K10,2022-03-08,3.0
19156,BACC30M6,2022-03-08,148.0
19157,BACC30M8,2022-03-08,2.0
19158,BACR15CE5M6,2022-03-08,2.0
19159,CC55786,2022-03-08,1.0
19160,DAPC02100,2022-03-08,1.0
19161,G02219,2022-03-08,3.0
19162,HL70-6,2022-03-08,140.0
19163,M83485-1-120,2022-03-08,1.0
19164,M83485-1-121,2022-03-08,1.0
19165,M83485-1-906,2022-03-08,4.0
19166,MIL-PRF-6085,2022-03-08,2.0
19167,MS16624-2037,2022-03-08,20.0
19168,NAS1149D0416H,2022-03-08,5.0
19169,Q4559X,2022-03-08,1.0
19170,Q4631,2022-03-08,1.0
19171,RBF9REDROLL6,2022-03-08,1.0
19172,RTV174,2022-03-08,1.0
19173,TURB0NYC0IL600,2022-03-08,44.0
19174,X200,2022-03-08,4.0
19175,0000565,2022-03-09,-25.0
19176,012N8957-40,2022-03-09,25.0
19177,108-2,2022-03-09,4.0
19178,149N7650-122,2022-03-09,1.0
19179,233T8308-7,2022-03-09,1.0
19180,387,2022-03-09,100.0
19181,3M77,2022-03-09,1.0
19182,411N1109-9C,2022-03-09,1.0
19183,452T1635-1,2022-03-09,1.0
19184,5103-30Z,2022-03-09,5.0
19185,69-77135-1,2022-03-09,2.0
19186,A37721,2022-03-09,1.0
19187,"A-A-59474 TYPE I, CLASS 4",2022-03-09,1.0
19188,AL0DINE1201,2022-03-09,4.0
19189,AL0DINET2CA,2022-03-09,4.0
19190,BAC7363AF,2022-03-09,5.0
19191,BACB30MY8K5,2022-03-09,2.0
19192,BACB30NX8K4X,2022-03-09,40.0
19193,BACB30NX8K5X,2022-03-09,30.0
19194,BACB30NX8K6,2022-03-09,2.0
19195,BACB30NX8K6X,2022-03-09,30.0
19196,BACB30NX8K7X,2022-03-09,37.0
19197,BACB30NX8K8X,2022-03-09,30.0
19198,BACC30BL6,2022-03-09,8.0
19199,BACC30M8,2022-03-09,200.0
19200,BACR15FV6KE6,2022-03-09,1.0
19201,BACS31H2B,2022-03-09,100.0
19202,BACW10BP4CD,2022-03-09,4.0
19203,BMS3-35,2022-03-09,2.0
19204,BMS5-133TYPEII,2022-03-09,4.0
19205,E01002531511525,2022-03-09,25.0
19206,E05805031511525,2022-03-09,-25.0
19207,EC1300L,2022-03-09,1.0
19208,ENV0TITE,2022-03-09,1000.0
19209,HL70-8,2022-03-09,1.0
19210,NAS1149D0416H,2022-03-09,4.0
19211,NAS1200M5-5P,2022-03-09,30.0
19212,P01074-101,2022-03-09,29.0
19213,P0640-101,2022-03-09,4.0
19214,P421-1,2022-03-09,1.0
19215,PR1776MB2-60Z,2022-03-09,8.0
19216,PS870B2,2022-03-09,2.0
19217,PS890A2,2022-03-09,4.0
19218,SAU10517,2022-03-09,2.0
19219,001037,2022-03-10,16.0
19220,00-5065-01,2022-03-10,1.0
19221,08-8020-8888,2022-03-10,1.0
19222,113-133,2022-03-10,4.0
19223,1132,2022-03-10,2.0
19224,1308,2022-03-10,18.0
19225,134-366-1,2022-03-10,1.0
19226,1864,2022-03-10,2.0
19227,214T3419-29,2022-03-10,5.0
19228,245-202,2022-03-10,12.0
19229,260-747,2022-03-10,6.0
19230,28301-12,2022-03-10,3.0
19231,284T0383-3,2022-03-10,1.0
19232,287T0011-1,2022-03-10,1.0
19233,287T0011-2,2022-03-10,3.0
19234,287T0011-3,2022-03-10,1.0
19235,287T0011-4,2022-03-10,3.0
19236,289-601-248,2022-03-10,3.0
19237,3-16SIFZ45PPIWFR,2022-03-10,1.0
19238,342-116-1,2022-03-10,52.0
19239,342-117-1,2022-03-10,26.0
19240,342-118-1,2022-03-10,26.0
19241,411A4902-6,2022-03-10,55.0
19242,411A4902-7,2022-03-10,100.0
19243,411N3210-90,2022-03-10,4.0
19244,48-7190,2022-03-10,3.0
19245,48-7191,2022-03-10,3.0
19246,5100-137,2022-03-10,6.0
